,sen_B1,sen_B2,sen_B3,sen_B4,sen_B5,sen_B6,sen_B7,sen_B8,sen_B8A,sen_B9,sen_B11,sen_B12,land_B1,land_B2,land_B3,land_B4,land_B5,land_B6,land_B7,bathy,lat,lon
80,0.0351,0.0283,0.0309,0.01805,0.0179,0.0133,0.01325,0.01325,0.0121,0.01265,0.04455,0.0131,-0.006840000000000013,0.001794999999999991,0.017359999999999987,0.014499999999999985,0.03779250000000001,0.024620000000000003,0.018845,14.78857142857143,10.306288042241807,76.83039685192435
81,0.0265,0.0303,0.0305,0.0199,0.0213,0.0125,0.0141,0.0141,0.015,0.0138,0.0906,0.0222,0.0010249999999999981,0.011667499999999997,0.030147499999999994,0.019917500000000005,0.03226499999999999,0.028772500000000006,0.0233825,19.48,10.306372087473019,76.78570695516821
82,0.03515,0.0296,0.0312,0.01765,0.0183,0.01115,0.01105,0.01105,0.0115,0.01185,0.04385,0.01335,-0.008379999999999999,0.0020425000000000026,0.02151249999999999,0.01796500000000001,0.04749999999999999,0.033805,0.02459249999999999,9.988333333333333,10.306346151555745,76.82940990365404
83,0.03515,0.0296,0.0312,0.01765,0.0183,0.01115,0.01105,0.01105,0.0115,0.01185,0.04385,0.01335,-0.008379999999999999,0.0020425000000000026,0.02151249999999999,0.01796500000000001,0.04749999999999999,0.033805,0.02459249999999999,10.18,10.30639561279895,76.8294596821703
84,0.0343,0.0293,0.03035,0.0173,0.019,0.0132,0.0133,0.0133,0.01235,0.01355,0.0455,0.0135,-0.007802500000000018,0.0013275000000000092,0.01686499999999999,0.014142500000000002,0.03683,0.02379500000000001,0.018515000000000004,16.90285714285714,10.306355415456796,76.83049054982793
85,0.0343,0.0293,0.03035,0.0173,0.019,0.0132,0.0133,0.0133,0.01235,0.01355,0.0455,0.0135,-0.007802500000000018,0.0013275000000000092,0.01686499999999999,0.014142500000000002,0.03683,0.02379500000000001,0.018515000000000004,17.395,10.306409481283634,76.83055900164368
86,0.0265,0.0303,0.0305,0.0199,0.0213,0.0125,0.0141,0.0141,0.015,0.0138,0.0906,0.0222,0.0010249999999999981,0.011667499999999997,0.030147499999999994,0.019917500000000005,0.03226499999999999,0.028772500000000006,0.0233825,20.316000000000003,10.306471311843195,76.78571070007392
87,0.03515,0.0296,0.0312,0.01765,0.0183,0.01115,0.01105,0.01105,0.0115,0.01185,0.04385,0.01335,-0.008379999999999999,0.0020425000000000026,0.02151249999999999,0.01796500000000001,0.04749999999999999,0.033805,0.02459249999999999,10.418000000000001,10.306438570237315,76.82951016564282
88,0.03515,0.0296,0.0312,0.01765,0.0183,0.01115,0.01105,0.01105,0.0115,0.01185,0.04385,0.01335,-0.008379999999999999,0.0020425000000000026,0.02151249999999999,0.01796500000000001,0.04749999999999999,0.033805,0.02459249999999999,10.826666666666668,10.30649175903231,76.82958788754506
89,0.0343,0.0293,0.03035,0.0173,0.019,0.0132,0.0133,0.0133,0.01235,0.01355,0.0455,0.0135,-0.007802500000000018,0.0013275000000000092,0.01686499999999999,0.014142500000000002,0.03683,0.02379500000000001,0.018515000000000004,17.486,10.306450200258862,76.83060803909878
90,0.0343,0.0293,0.03035,0.0173,0.019,0.0132,0.0133,0.0133,0.01235,0.01355,0.0455,0.0135,-0.007802500000000018,0.0013275000000000092,0.01686499999999999,0.014142500000000002,0.03683,0.02379500000000001,0.018515000000000004,16.64,10.306494876275393,76.83066070983854
91,0.0265,0.0302,0.0298,0.0207,0.0211,0.0125,0.014,0.014,0.0141,0.0144,0.0906,0.0207,-0.0010100000000000109,0.009797499999999987,0.030725000000000002,0.021237499999999992,0.034629999999999994,0.0294875,0.02396000000000001,19.52375,10.306573087309825,76.7857127202877
92,0.0351,0.02845,0.0305,0.0176,0.01815,0.01195,0.0118,0.0118,0.01105,0.011,0.04455,0.013,-0.001972500000000016,0.005672499999999997,0.02239250000000001,0.018982499999999985,0.04722499999999999,0.031659999999999994,0.023107500000000003,11.151666666666666,10.306549856126786,76.82969177345092
